#TYPE System.ServiceProcess.ServiceController
"Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","ServiceHandle","Status","ServiceType","StartType","Site","Container"
"DevicePickerUserSvc_31686","System.ServiceProcess.ServiceController[]","False","False","False","DevicePicker_31686","System.ServiceProcess.ServiceController[]",".","DevicePickerUserSvc_31686","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","224","Manual",,
"DevicesFlowUserSvc_31686","System.ServiceProcess.ServiceController[]","False","False","False","DevicesFlow_31686","System.ServiceProcess.ServiceController[]",".","DevicesFlowUserSvc_31686","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","224","Manual",,
"DevQueryBroker","System.ServiceProcess.ServiceController[]","False","False","False","DevQuery Background Discovery Broker","System.ServiceProcess.ServiceController[]",".","DevQueryBroker","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"Dhcp","System.ServiceProcess.ServiceController[]","False","True","True","DHCP Client","System.ServiceProcess.ServiceController[]",".","Dhcp","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Automatic",,
"diagnosticshub.standardcollector.service","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft (R) Diagnostics Hub Standard Collector Service","System.ServiceProcess.ServiceController[]",".","diagnosticshub.standardcollector.service","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"diagsvc","System.ServiceProcess.ServiceController[]","False","False","False","Diagnostic Execution Service","System.ServiceProcess.ServiceController[]",".","diagsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"DiagTrack","System.ServiceProcess.ServiceController[]","False","True","True","Connected User Experiences and Telemetry","System.ServiceProcess.ServiceController[]",".","DiagTrack","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"DisplayEnhancementService","System.ServiceProcess.ServiceController[]","False","False","False","Display Enhancement Service","System.ServiceProcess.ServiceController[]",".","DisplayEnhancementService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"DmEnrollmentSvc","System.ServiceProcess.ServiceController[]","False","False","False","Device Management Enrollment Service","System.ServiceProcess.ServiceController[]",".","DmEnrollmentSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"dmwappushservice","System.ServiceProcess.ServiceController[]","False","False","False","Device Management Wireless Application Protocol (WAP) Push message Routing Service","System.ServiceProcess.ServiceController[]",".","dmwappushservice","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"Dnscache","System.ServiceProcess.ServiceController[]","False","False","False","DNS Client","System.ServiceProcess.ServiceController[]",".","Dnscache","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"DoSvc","System.ServiceProcess.ServiceController[]","False","False","True","Delivery Optimization","System.ServiceProcess.ServiceController[]",".","DoSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Automatic",,
"dot3svc","System.ServiceProcess.ServiceController[]","False","False","False","Wired AutoConfig","System.ServiceProcess.ServiceController[]",".","dot3svc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"DPS","System.ServiceProcess.ServiceController[]","False","True","True","Diagnostic Policy Service","System.ServiceProcess.ServiceController[]",".","DPS","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"DsmSvc","System.ServiceProcess.ServiceController[]","False","False","False","Device Setup Manager","System.ServiceProcess.ServiceController[]",".","DsmSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"DsSvc","System.ServiceProcess.ServiceController[]","False","False","False","Data Sharing Service","System.ServiceProcess.ServiceController[]",".","DsSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"DusmSvc","System.ServiceProcess.ServiceController[]","False","False","True","Data Usage","System.ServiceProcess.ServiceController[]",".","DusmSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"Eaphost","System.ServiceProcess.ServiceController[]","False","False","False","Extensible Authentication Protocol","System.ServiceProcess.ServiceController[]",".","Eaphost","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"EFS","System.ServiceProcess.ServiceController[]","False","False","False","Encrypting File System (EFS)","System.ServiceProcess.ServiceController[]",".","EFS","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"embeddedmode","System.ServiceProcess.ServiceController[]","False","False","False","Embedded Mode","System.ServiceProcess.ServiceController[]",".","embeddedmode","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"EntAppSvc","System.ServiceProcess.ServiceController[]","False","False","False","Enterprise App Management Service","System.ServiceProcess.ServiceController[]",".","EntAppSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"EventLog","System.ServiceProcess.ServiceController[]","False","True","True","Windows Event Log","System.ServiceProcess.ServiceController[]",".","EventLog","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Automatic",,
"EventSystem","System.ServiceProcess.ServiceController[]","False","False","True","COM+ Event System","System.ServiceProcess.ServiceController[]",".","EventSystem","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Automatic",,
"Fax","System.ServiceProcess.ServiceController[]","False","False","False","Fax","System.ServiceProcess.ServiceController[]",".","Fax","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"fdPHost","System.ServiceProcess.ServiceController[]","False","False","False","Function Discovery Provider Host","System.ServiceProcess.ServiceController[]",".","fdPHost","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"FDResPub","System.ServiceProcess.ServiceController[]","False","False","False","Function Discovery Resource Publication","System.ServiceProcess.ServiceController[]",".","FDResPub","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"fhsvc","System.ServiceProcess.ServiceController[]","False","False","False","File History Service","System.ServiceProcess.ServiceController[]",".","fhsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"FontCache","System.ServiceProcess.ServiceController[]","False","True","True","Windows Font Cache Service","System.ServiceProcess.ServiceController[]",".","FontCache","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Automatic",,
"FrameServer","System.ServiceProcess.ServiceController[]","False","False","False","Windows Camera Frame Server","System.ServiceProcess.ServiceController[]",".","FrameServer","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"gpsvc","System.ServiceProcess.ServiceController[]","False","False","True","Group Policy Client","System.ServiceProcess.ServiceController[]",".","gpsvc","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"GraphicsPerfSvc","System.ServiceProcess.ServiceController[]","False","False","False","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]",".","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"hidserv","System.ServiceProcess.ServiceController[]","False","False","False","Human Interface Device Service","System.ServiceProcess.ServiceController[]",".","hidserv","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"HvHost","System.ServiceProcess.ServiceController[]","False","False","False","HV Host Service","System.ServiceProcess.ServiceController[]",".","HvHost","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"icssvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Mobile Hotspot Service","System.ServiceProcess.ServiceController[]",".","icssvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"IKEEXT","System.ServiceProcess.ServiceController[]","False","False","False","IKE and AuthIP IPsec Keying Modules","System.ServiceProcess.ServiceController[]",".","IKEEXT","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"InstallService","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Store Install Service","System.ServiceProcess.ServiceController[]",".","InstallService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Manual",,
"iphlpsvc","System.ServiceProcess.ServiceController[]","False","False","True","IP Helper","System.ServiceProcess.ServiceController[]",".","iphlpsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Automatic",,
"IpxlatCfgSvc","System.ServiceProcess.ServiceController[]","False","False","False","IP Translation Configuration Service","System.ServiceProcess.ServiceController[]",".","IpxlatCfgSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"irmon","System.ServiceProcess.ServiceController[]","False","False","False","Infrared monitor service","System.ServiceProcess.ServiceController[]",".","irmon","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"KeyIso","System.ServiceProcess.ServiceController[]","False","False","True","CNG Key Isolation","System.ServiceProcess.ServiceController[]",".","KeyIso","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Manual",,
"KtmRm","System.ServiceProcess.ServiceController[]","False","False","False","KtmRm for Distributed Transaction Coordinator","System.ServiceProcess.ServiceController[]",".","KtmRm","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"LanmanServer","System.ServiceProcess.ServiceController[]","False","False","True","Server","System.ServiceProcess.ServiceController[]",".","LanmanServer","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Automatic",,
"LanmanWorkstation","System.ServiceProcess.ServiceController[]","True","False","True","Workstation","System.ServiceProcess.ServiceController[]",".","LanmanWorkstation","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Automatic",,
"lfsvc","System.ServiceProcess.ServiceController[]","False","False","True","Geolocation Service","System.ServiceProcess.ServiceController[]",".","lfsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Manual",,
"LicenseManager","System.ServiceProcess.ServiceController[]","False","False","True","Windows License Manager Service","System.ServiceProcess.ServiceController[]",".","LicenseManager","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Manual",,
"lltdsvc","System.ServiceProcess.ServiceController[]","False","False","False","Link-Layer Topology Discovery Mapper","System.ServiceProcess.ServiceController[]",".","lltdsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"lmhosts","System.ServiceProcess.ServiceController[]","False","False","True","TCP/IP NetBIOS Helper","System.ServiceProcess.ServiceController[]",".","lmhosts","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Manual",,
"LSM","System.ServiceProcess.ServiceController[]","False","False","False","Local Session Manager","System.ServiceProcess.ServiceController[]",".","LSM","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"LxpSvc","System.ServiceProcess.ServiceController[]","False","False","False","Language Experience Service","System.ServiceProcess.ServiceController[]",".","LxpSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"MapsBroker","System.ServiceProcess.ServiceController[]","False","False","False","Downloaded Maps Manager","System.ServiceProcess.ServiceController[]",".","MapsBroker","System.ServiceProcess.ServiceController[]","SafeServiceHandle","StartPending","Win32OwnProcess","Automatic",,
"MessagingService_31686","System.ServiceProcess.ServiceController[]","False","False","False","MessagingService_31686","System.ServiceProcess.ServiceController[]",".","MessagingService_31686","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","224","Manual",,
"mpssvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Defender Firewall","System.ServiceProcess.ServiceController[]",".","mpssvc","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"MSDTC","System.ServiceProcess.ServiceController[]","False","True","True","Distributed Transaction Coordinator","System.ServiceProcess.ServiceController[]",".","MSDTC","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Manual",,
"MSiSCSI","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft iSCSI Initiator Service","System.ServiceProcess.ServiceController[]",".","MSiSCSI","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"msiserver","System.ServiceProcess.ServiceController[]","False","False","False","Windows Installer","System.ServiceProcess.ServiceController[]",".","msiserver","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"NaturalAuthentication","System.ServiceProcess.ServiceController[]","False","False","False","Natural Authentication","System.ServiceProcess.ServiceController[]",".","NaturalAuthentication","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"NcaSvc","System.ServiceProcess.ServiceController[]","False","False","False","Network Connectivity Assistant","System.ServiceProcess.ServiceController[]",".","NcaSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"NcbService","System.ServiceProcess.ServiceController[]","False","False","True","Network Connection Broker","System.ServiceProcess.ServiceController[]",".","NcbService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Manual",,
"NcdAutoSetup","System.ServiceProcess.ServiceController[]","False","False","False","Network Connected Devices Auto-Setup","System.ServiceProcess.ServiceController[]",".","NcdAutoSetup","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"Netlogon","System.ServiceProcess.ServiceController[]","False","False","False","Netlogon","System.ServiceProcess.ServiceController[]",".","Netlogon","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"Netman","System.ServiceProcess.ServiceController[]","False","False","False","Network Connections","System.ServiceProcess.ServiceController[]",".","Netman","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"netprofm","System.ServiceProcess.ServiceController[]","False","False","True","Network List Service","System.ServiceProcess.ServiceController[]",".","netprofm","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Manual",,
"NetSetupSvc","System.ServiceProcess.ServiceController[]","False","False","False","Network Setup Service","System.ServiceProcess.ServiceController[]",".","NetSetupSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"NetTcpPortSharing","System.ServiceProcess.ServiceController[]","False","False","False","Net.Tcp Port Sharing Service","System.ServiceProcess.ServiceController[]",".","NetTcpPortSharing","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Disabled",,
"NgcCtnrSvc","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Passport Container","System.ServiceProcess.ServiceController[]",".","NgcCtnrSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Manual",,
"NgcSvc","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Passport","System.ServiceProcess.ServiceController[]",".","NgcSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Manual",,
"NlaSvc","System.ServiceProcess.ServiceController[]","False","False","True","Network Location Awareness","System.ServiceProcess.ServiceController[]",".","NlaSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Automatic",,
"nsi","System.ServiceProcess.ServiceController[]","False","False","True","Network Store Interface Service","System.ServiceProcess.ServiceController[]",".","nsi","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Automatic",,
"OneSyncSvc_31686","System.ServiceProcess.ServiceController[]","False","False","False","Sync Host_31686","System.ServiceProcess.ServiceController[]",".","OneSyncSvc_31686","System.ServiceProcess.ServiceController[]","SafeServiceHandle","StartPending","224","Automatic",,
"p2pimsvc","System.ServiceProcess.ServiceController[]","False","False","False","Peer Networking Identity Manager","System.ServiceProcess.ServiceController[]",".","p2pimsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"p2psvc","System.ServiceProcess.ServiceController[]","False","False","False","Peer Networking Grouping","System.ServiceProcess.ServiceController[]",".","p2psvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"PcaSvc","System.ServiceProcess.ServiceController[]","False","True","True","Program Compatibility Assistant Service","System.ServiceProcess.ServiceController[]",".","PcaSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Manual",,
"PeerDistSvc","System.ServiceProcess.ServiceController[]","False","False","False","BranchCache","System.ServiceProcess.ServiceController[]",".","PeerDistSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"perceptionsimulation","System.ServiceProcess.ServiceController[]","False","False","False","Windows Perception Simulation Service","System.ServiceProcess.ServiceController[]",".","perceptionsimulation","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"PerfHost","System.ServiceProcess.ServiceController[]","False","False","False","Performance Counter DLL Host","System.ServiceProcess.ServiceController[]",".","PerfHost","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"PhoneSvc","System.ServiceProcess.ServiceController[]","False","False","False","Phone Service","System.ServiceProcess.ServiceController[]",".","PhoneSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"PimIndexMaintenanceSvc_31686","System.ServiceProcess.ServiceController[]","False","False","False","Contact Data_31686","System.ServiceProcess.ServiceController[]",".","PimIndexMaintenanceSvc_31686","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","224","Manual",,
"pla","System.ServiceProcess.ServiceController[]","False","False","False","Performance Logs & Alerts","System.ServiceProcess.ServiceController[]",".","pla","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"PlugPlay","System.ServiceProcess.ServiceController[]","False","True","True","Plug and Play","System.ServiceProcess.ServiceController[]",".","PlugPlay","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Manual",,
"PNRPAutoReg","System.ServiceProcess.ServiceController[]","False","False","False","PNRP Machine Name Publication Service","System.ServiceProcess.ServiceController[]",".","PNRPAutoReg","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
